Segment,Price,PromoSpend,Usage,Tenure,SupportTickets,CompetitorPrice,Region
C,15.0131,83.4286,0.8116,40,0,15.0289,South
B,15.7597,28.2561,0.4001,5,1,16.2269,West
B,15.8719,14.1381,0.7227,11,0,15.101,East
C,20.7815,48.5899,0.5422,32,1,17.2404,North
B,8.7394,23.2965,0.638,10,2,16.5228,East
A,21.4909,18.1754,0.1525,26,0,12.5681,North
B,11.0535,53.3547,0.4693,34,0,10.9129,West
C,14.5715,25.5126,0.4976,24,0,16.7551,West
C,11.793,13.0702,0.6686,24,0,16.3463,West
A,14.4557,43.8777,0.835,30,2,14.6518,South
C,10.178,67.1762,0.3602,35,1,17.1793,North
B,16.1799,17.0075,0.8359,33,1,12.2748,South
A,18.1541,17.4906,0.449,12,1,8.7646,South
B,12.0387,53.802,0.3127,28,1,16.8418,East
B,19.5863,87.4291,0.4176,44,0,13.6833,West
A,20.0762,6.5343,0.4552,16,1,14.802,West
A,21.9414,48.83,0.2,25,0,14.1024,East
A,20.335,9.534,0.5873,19,1,14.1467,East
C,11.0499,42.0448,0.4478,44,2,16.6715,East
A,19.6263,34.0321,0.7358,11,1,11.5129,East
B,21.4439,16.5961,0.5241,34,0,15.8665,East
B,19.2957,23.6584,0.4337,33,0,14.4363,East
C,9.1383,1.5598,0.4262,14,0,16.1048,West
C,10.7517,22.5319,0.5591,31,1,13.2949,North
C,8.6574,43.1613,0.544,43,0,17.0406,West
A,17.2386,61.3025,0.3346,32,1,16.5309,West
A,17.0706,23.604,0.6504,4,1,15.6627,South
C,12.75,38.9768,0.5762,13,0,17.3164,West
B,14.3618,8.9677,0.8537,5,0,17.1543,East
B,8.2926,23.8885,0.354,29,1,13.2419,South
C,15.5141,120.0,0.5544,4,0,17.3909,North
C,15.6014,20.077,0.7571,42,1,15.0794,North
A,19.9678,34.426,0.5361,3,0,16.1908,East
A,20.0434,9.6637,0.6511,26,1,15.0371,West
B,13.8128,47.1018,0.5273,34,1,11.9594,East
C,11.4964,19.3191,0.5379,23,0,13.6629,North
B,18.5955,22.3447,0.7265,6,0,16.2272,North
C,10.9802,31.9592,0.5896,39,1,14.5156,West
B,15.7806,37.5712,0.2772,43,1,13.206,East
A,20.7594,15.8813,0.5747,15,0,14.7442,North
A,21.253,23.7709,0.3015,21,1,14.3063,West
C,8.5014,25.8911,0.682,47,0,15.7356,West
C,9.4168,1.9822,0.316,42,0,13.9248,North
B,15.2157,46.4208,0.6064,18,0,9.9397,South
A,14.1538,4.6666,0.6185,33,1,16.4212,South
C,8.33,31.7187,0.3209,6,0,14.9234,North
A,20.8867,59.9801,0.3222,5,0,14.2621,North
C,13.4083,32.4771,0.8575,13,1,13.7203,West
B,10.0902,50.3767,0.3971,39,2,16.4956,East
A,16.1397,29.1994,0.3921,9,1,15.272,East
B,16.4498,120.0,0.3564,13,0,16.149,North
B,15.6259,76.8596,0.4768,7,0,16.0389,East
A,14.6694,43.4097,0.4087,18,0,19.1517,South
A,17.3732,27.2371,0.4767,44,1,13.8176,South
B,8.5326,42.9611,0.4321,33,2,15.3481,South
C,17.6263,57.4751,0.2089,46,1,16.7971,North
A,20.7567,21.4268,0.3127,13,1,13.4551,East
C,15.9704,41.725,0.7315,44,0,19.7932,South
B,20.2431,28.6129,0.423,44,3,18.9633,North
C,20.3813,95.4664,0.8952,7,0,14.7006,West
A,9.0088,4.1467,0.0585,3,1,11.0312,East
C,16.8911,64.8942,0.7624,27,0,15.4926,West
B,11.2251,48.4469,0.4606,32,2,17.5817,North
C,12.8751,22.8841,0.8623,44,0,18.9306,West
A,21.5631,58.0649,0.5654,19,1,13.4643,West
B,16.2063,14.6473,0.7806,41,2,14.55,West
C,16.5829,26.6917,0.7328,40,2,18.4876,West
A,16.27,24.7157,0.258,11,1,16.8454,South
A,19.7657,46.2142,0.291,15,1,14.656,South
B,18.334,11.7323,0.2904,45,0,16.0967,West
A,18.8196,8.5766,0.1971,39,1,10.6394,North
B,10.0858,47.1521,0.0265,8,0,13.8699,North
B,8.8631,33.9772,0.2304,10,1,13.1708,West
A,14.1251,10.0992,0.2264,7,0,15.8796,South
A,16.2418,70.8401,0.1461,24,1,12.6198,South
B,13.7057,8.822,0.704,24,0,12.7526,South
A,19.9761,7.7452,0.1131,18,0,15.3269,South
B,9.4734,54.708,0.3101,15,3,20.8739,West
B,14.3758,16.7473,0.4831,29,1,13.9781,North
B,15.7841,50.4526,0.4313,26,0,16.2315,East
C,12.4537,101.08,0.8347,33,4,14.7358,South
C,11.3876,16.1638,0.0962,40,0,16.9682,North
C,10.3977,16.6418,0.7669,29,1,14.7403,West
A,12.9332,13.8913,0.3887,13,0,15.0789,South
A,17.2732,29.4838,0.5732,22,2,16.727,South
C,10.1007,58.851,0.8252,17,1,14.7817,South
B,11.089,40.7895,0.3381,31,2,10.4174,West
B,16.7285,81.8287,0.454,10,0,13.262,South
C,19.2841,61.1578,0.6839,9,0,12.8855,North
A,16.3392,55.8742,0.4849,36,1,14.8218,South
A,16.4989,35.9517,0.4574,23,1,15.0448,South
C,9.158,26.6032,0.1273,48,0,17.417,East
B,13.4839,64.1677,0.4555,12,1,14.543,West
A,15.0172,11.3107,0.5261,31,3,20.4515,South
A,19.6018,11.0007,0.1874,4,0,13.7598,West
C,9.9018,41.1945,0.2612,21,2,14.9504,North
B,11.7978,17.9959,0.3934,27,2,16.8878,East
B,17.8433,73.0473,0.4419,27,0,15.4002,South
C,12.0315,61.676,0.5694,9,0,13.386,North
C,9.8245,16.4131,0.3631,43,1,15.132,East
C,19.8005,12.4978,0.3659,44,0,15.9419,North
B,18.6159,64.2448,0.1079,24,0,14.0902,North
C,14.0385,38.5045,0.3451,36,0,13.0231,West
A,17.5796,32.807,0.0981,32,0,15.8242,East
A,18.2969,50.7902,0.5318,32,3,14.724,West
C,10.3587,18.0772,0.2234,36,1,12.9558,North
C,12.6708,29.665,0.8043,41,0,12.2592,South
A,15.9226,113.9417,0.2709,3,0,14.7414,South
B,21.7498,25.8312,0.6328,34,1,14.5434,West
A,15.8616,8.1161,0.2343,27,0,15.5559,South
C,17.9084,35.8449,0.5244,36,0,16.6754,North
A,11.7331,18.9821,0.5255,6,1,18.3144,South
C,13.0825,50.8494,0.6078,35,1,13.1868,North
C,20.5152,50.382,0.7315,38,0,16.1461,West
A,18.4009,19.3843,0.1434,2,1,14.6253,West
B,19.3506,42.736,0.7893,22,0,13.9702,West
A,9.0473,19.7296,0.4879,6,3,14.5486,South
A,15.4472,33.7251,0.4657,28,1,17.1108,South
C,11.3643,38.6723,0.398,20,1,14.0546,North
A,12.4582,39.1424,0.4014,4,2,15.4629,South
B,12.1487,14.7694,0.5819,13,1,15.6299,North
C,15.9905,25.6837,0.5838,29,0,13.6155,North
C,9.6696,18.8938,0.6547,47,1,16.3388,South
B,17.735,75.693,0.2771,24,0,16.5672,East
C,12.9083,33.9427,0.599,45,1,21.2587,West
A,15.8198,15.2477,0.226,13,3,12.2672,East
C,11.0705,82.9106,0.828,34,0,14.6854,South
B,17.0137,14.5348,0.484,8,2,15.3403,North
A,20.2258,44.8804,0.8541,7,2,16.5273,South
B,10.6083,16.1011,0.671,21,0,13.1794,South
B,17.8591,4.6291,0.3848,37,1,14.9048,West
C,9.5935,55.1197,0.6296,27,0,16.119,East
B,10.8865,52.6659,0.2892,24,1,13.3909,West
C,15.3807,30.1007,0.9008,37,0,15.8136,East
C,13.319,31.2501,0.6162,26,0,18.2031,North
B,20.4603,46.8426,0.4108,27,1,14.3821,North
C,12.1746,26.4729,0.4736,35,1,11.9852,East
A,19.0643,26.8991,0.1221,7,2,16.4919,East
B,9.0883,13.3226,0.5736,14,4,15.8528,West
C,14.4537,32.2593,0.6855,39,0,14.6638,North
A,15.2543,20.7436,0.1933,16,0,16.5295,East
B,17.7357,56.9397,0.377,38,1,16.4222,West
A,18.2285,1.6072,0.7178,19,1,14.5854,South
A,21.0628,53.3782,0.4428,15,1,8.645,North
C,10.5204,95.0521,0.4796,30,0,14.0812,North
C,10.1227,15.0177,0.4215,14,1,16.0036,West
A,10.7108,47.9147,0.0874,37,1,12.1806,South
C,8.5301,3.5213,0.6278,7,0,16.1365,West
B,19.9383,50.8284,0.4194,45,0,17.3666,North
A,21.4972,69.0909,0.3678,16,1,17.8173,South
B,12.7625,60.3491,0.2734,31,0,12.0912,South
B,20.6529,36.0555,0.3857,25,0,17.245,West
C,12.6902,18.4679,0.5609,34,1,14.1138,North
A,18.7846,17.1295,0.7381,17,2,14.9445,South
B,12.1732,41.3165,0.4984,44,1,16.5225,South
A,18.6321,14.1062,0.6533,17,2,11.9964,East
A,13.3405,64.6409,0.4758,7,0,15.6191,South
B,8.8589,29.1593,0.1896,2,1,12.1471,North
B,9.7315,10.7425,0.0841,42,0,13.8173,South
B,12.3458,41.5668,0.1802,26,0,13.6386,North
C,8.1286,56.5391,0.7114,46,1,16.3586,West
B,9.554,44.8796,0.2544,8,1,13.4447,East
C,8.4007,36.647,0.7931,33,0,14.7611,South
A,14.2923,55.9811,0.1221,37,0,14.0602,South
C,17.1069,31.773,0.4985,47,0,13.9129,North
B,11.7282,19.1168,0.2498,42,1,14.4552,North
C,11.7548,39.0975,0.1083,19,0,10.4433,West
A,12.6863,34.6312,0.1457,2,0,14.8614,West
C,9.1211,5.5759,0.5585,11,1,13.4997,North
B,9.2663,37.4525,0.4617,10,1,13.2114,West
C,14.1155,35.5971,0.8729,45,2,14.3912,East
B,18.3717,16.4643,0.5684,11,1,12.7012,North
C,15.3337,69.6341,0.5401,27,1,14.5158,North
A,14.4498,18.1769,0.3732,12,2,16.1848,West
C,14.6199,18.3413,0.9325,47,1,15.7517,West
A,19.8703,43.8792,0.2709,44,1,18.3855,East
A,21.2804,64.3882,0.4599,10,1,15.9241,South
A,13.4623,112.642,0.4773,1,2,13.7158,South
A,17.792,60.865,0.2089,18,0,15.877,East
C,9.4054,29.0468,0.1746,43,1,15.4462,North
C,13.1676,60.0879,0.7418,32,2,13.5638,West
C,8.059,18.7759,0.7358,25,3,12.9588,North
C,15.6048,42.9291,0.4588,23,1,15.8811,North
C,16.3796,75.6653,0.7079,23,2,15.1431,West
A,18.8129,65.3059,0.1645,24,0,13.8789,North
A,19.9428,4.6901,0.7693,16,1,16.8923,West
A,18.7247,41.8049,0.5252,16,1,16.1475,West
C,13.7686,29.8925,0.5397,23,1,13.1423,North
A,18.4897,9.1001,0.6311,22,2,15.0105,South
B,20.7393,36.2086,0.6742,23,0,16.2111,East
C,13.8657,19.3294,0.7511,29,1,11.8858,East
C,10.2738,26.7242,0.713,23,1,14.3184,West
A,19.0131,24.4531,0.5692,3,0,19.2085,West
B,18.8207,39.8909,0.3872,12,0,19.0486,West
A,18.7645,31.766,0.158,13,0,16.7025,West
C,15.6654,96.0109,0.743,16,0,14.0314,North
B,17.4654,14.5621,0.5728,43,2,19.1053,South
B,20.5408,33.0163,0.1975,38,1,15.1097,North
C,11.5791,7.3846,0.3443,8,1,16.1498,North
A,21.2568,63.0172,0.4492,9,0,16.5009,East
C,9.6285,36.6437,0.5883,41,0,17.1095,North
B,13.4984,83.0581,0.624,23,2,16.1256,South
C,10.7664,40.5093,0.6923,35,0,19.1807,North
C,20.2788,22.6149,0.8711,20,0,14.742,West
B,14.3865,22.5006,0.1577,35,0,15.9695,North
A,9.2339,5.9584,0.1304,1,0,11.9847,South
B,20.0895,45.8669,0.4081,14,3,14.2814,North
B,12.1532,23.7912,0.0762,22,0,16.9089,West
A,15.2799,18.9468,0.2504,13,1,16.9936,East
C,8.0571,46.5579,0.5226,34,1,15.3812,North
C,10.4964,28.2486,0.4762,22,2,18.6497,North
C,8.6135,95.4042,0.6057,29,1,17.0125,West
C,8.5017,1.4055,0.6053,25,0,14.8566,East
A,17.6335,16.6513,0.4571,9,1,13.1995,North
C,11.7736,110.7538,0.9281,22,2,12.8357,North
C,15.1165,2.1673,0.7086,45,1,13.3575,North
C,10.4016,68.7773,0.6004,43,0,17.6983,North
A,19.7657,30.6478,0.7695,9,1,12.2974,East
B,10.581,36.8881,0.5109,3,1,14.655,East
C,8.5035,23.2476,0.3339,29,0,18.1422,North
B,14.7382,17.9681,0.4813,10,0,13.5544,West
A,16.4117,113.9217,0.217,17,1,16.495,East
C,9.9922,9.5876,0.7274,9,0,15.5431,West
A,17.3345,41.4479,0.3298,28,2,14.5008,East
B,14.6816,23.0132,0.9,15,1,15.4029,South
A,15.6685,13.696,0.3413,7,0,12.7491,East
C,13.8747,65.553,0.7946,38,1,16.9351,South
A,21.9328,20.3098,0.3696,41,0,15.512,South
A,13.4521,8.6525,0.3135,21,4,12.7082,West
C,14.1463,68.9676,0.5808,48,0,13.2453,South
A,19.9521,28.15,0.5824,46,1,14.6949,South
C,8.0758,94.4745,0.4414,47,0,14.0255,North
B,19.3689,27.7617,0.8273,34,1,14.7117,East
C,9.2542,27.9599,0.2045,2,0,12.5448,East
B,20.7486,36.0216,0.8277,30,2,15.3499,West
A,19.137,30.3505,0.1607,16,1,15.1496,East
A,15.5347,19.143,0.2932,16,0,14.7877,South
B,10.4554,24.7184,0.5578,5,1,12.8786,South
A,17.9002,26.5038,0.1628,20,1,13.8839,West
C,16.625,25.3044,0.6349,11,0,18.5543,West
B,18.7927,80.6241,0.3041,13,0,17.1891,North
A,17.4719,37.8609,0.4663,3,1,19.2968,West
B,20.1549,46.0822,0.4927,17,1,15.9851,North
C,8.5558,35.5899,0.4424,35,0,13.6853,South
C,8.4178,5.1985,0.5234,3,0,16.8186,West
A,20.0627,15.0786,0.4478,12,1,17.4631,East
B,15.3176,7.5831,0.3184,9,1,18.4014,West
C,11.9916,15.5865,0.7648,35,0,14.6912,West
B,12.0751,32.9872,0.549,15,2,16.1341,West
B,9.0202,77.1265,0.1989,39,1,8.876,South
C,10.4652,104.7744,0.4634,34,0,14.9423,West
A,17.4252,31.1756,0.6174,30,1,16.9319,South
C,8.9087,15.3071,0.436,31,2,13.3751,East
A,17.3125,45.0322,0.1301,5,1,17.0284,East
C,18.2423,49.3213,0.6728,5,0,14.8472,East
A,12.7417,3.4159,0.3883,39,1,11.4654,South
C,15.4197,29.2928,0.5714,23,1,16.2094,West
C,11.9321,8.1376,0.5605,18,2,15.3454,North
B,9.354,17.5944,0.3777,19,0,13.2002,East
B,11.3688,48.7171,0.309,26,0,16.2043,South
C,8.5422,53.2507,0.6419,11,0,14.855,South
B,18.3869,20.7975,0.4179,21,1,13.7524,North
A,9.7032,91.4592,0.0444,10,1,11.7018,South
B,15.3179,78.6412,0.5262,14,1,18.1445,South
A,21.0844,30.153,0.3475,46,1,16.6207,South
C,13.1816,20.1816,0.8239,14,0,18.1524,East
B,17.533,52.6642,0.6218,28,0,17.179,East
A,13.5874,26.9866,0.0353,3,0,13.877,West
A,21.9839,30.7278,0.7859,13,0,11.4341,East
A,17.0767,27.0381,0.3388,25,3,16.2539,West
C,15.8651,49.3074,0.758,46,0,14.3517,North
A,11.047,20.837,0.538,14,2,11.808,South
C,18.1802,13.2417,0.2272,31,1,14.9055,West
A,10.1771,13.1883,0.2505,12,3,12.9755,East
A,16.4149,120.0,0.3199,10,0,11.6671,West
A,17.4868,67.1746,0.1426,29,1,15.0877,North
B,13.7086,22.6553,0.2776,15,1,15.3164,West
A,11.2582,27.2442,0.3656,4,3,15.2643,West
C,11.0951,18.3831,0.6311,32,0,12.3802,North
A,20.1524,18.6918,0.5419,29,0,15.4648,East
A,10.7406,77.4112,0.3104,4,2,14.6724,East
C,9.7807,87.2141,0.7379,23,2,14.8672,East
C,13.0669,4.5924,0.7921,1,1,12.9259,North
A,19.798,6.962,0.2414,7,1,13.794,West
A,20.4294,15.9465,0.3607,28,3,17.0711,East
C,16.4239,48.9234,0.8924,42,1,15.4123,South
A,12.9984,20.6666,0.0858,32,1,14.0624,West
B,17.0051,67.7515,0.2529,47,0,17.3403,East
A,21.2613,35.1397,0.5837,42,3,16.8214,East
A,18.8707,36.6916,0.6528,16,1,13.9294,South
C,12.3496,14.6407,0.5128,30,0,14.0815,South
B,13.1512,36.1173,0.1683,45,1,12.8227,East
A,14.3688,8.7866,0.2434,18,1,12.9182,South
A,13.4568,38.7943,0.327,24,1,12.8926,East
C,20.4686,36.0891,0.6562,41,0,13.7369,North
A,19.418,16.0719,0.1823,8,1,18.5844,West
A,21.7138,47.7756,0.3073,31,2,12.1316,West
A,17.6956,55.6997,0.4571,28,0,19.0442,South
C,9.0047,51.6793,0.5824,22,0,12.1187,East
B,12.5246,35.8032,0.5316,22,1,13.3678,East
A,16.6894,43.5946,0.3408,35,0,16.6855,South
B,10.5071,93.1216,0.3592,11,1,13.4788,East
B,12.4351,33.7067,0.2455,22,0,19.5479,East
B,21.9831,16.3646,0.4386,12,1,16.3378,West
C,8.1682,24.2408,0.784,37,1,15.0043,East
B,13.5245,60.4409,0.2787,7,0,12.6666,West
C,10.3167,70.9239,0.7083,13,1,19.5965,East
C,10.6933,35.932,0.406,22,3,16.7027,North
B,20.3747,48.2732,0.5047,32,1,12.0605,North
C,19.1737,49.2965,0.5737,19,0,15.8539,West
B,19.6403,71.2385,0.7815,1,2,17.0154,East
B,8.7801,46.5468,0.2182,33,1,16.9956,South
C,11.6057,45.4695,0.0959,47,0,14.7897,North
A,8.8312,17.1937,0.1833,8,1,14.2135,West
C,10.6152,54.49,0.4986,14,2,17.6911,West
C,11.7895,38.2527,0.4753,37,0,13.2125,South
B,8.1488,50.2041,0.2258,27,2,15.2028,West
C,20.049,69.9195,0.779,10,0,20.4361,West
C,16.9273,44.5318,0.7256,45,2,12.7996,North
C,8.964,78.9663,0.6042,44,0,17.6062,South
C,16.839,34.3583,0.5739,38,1,14.0091,North
A,19.7084,32.6018,0.3883,7,2,14.1628,South
C,13.2459,70.4148,0.3119,43,0,14.5807,West
C,13.9648,5.2465,0.7575,4,0,18.178,East
B,17.3175,9.3541,0.0581,44,1,12.857,North
C,9.1791,43.9479,0.6243,41,0,18.3523,North
A,21.6388,57.6972,0.1898,1,0,13.3139,East
C,8.3955,80.6102,0.2772,35,1,19.4924,South
C,8.1935,37.7208,0.6622,43,1,16.325,East
C,12.1566,120.0,0.4668,4,0,13.8781,West
B,20.1367,13.3283,0.5352,10,0,19.4138,East
C,9.6295,54.3079,0.4567,41,1,14.9952,North
A,17.2088,68.3154,0.4163,15,4,14.8037,East
C,14.1235,9.0863,0.6986,21,1,14.1141,North
A,20.0711,10.6233,0.4961,26,1,14.5357,South
B,19.8369,49.5599,0.628,34,1,14.9482,South
B,12.2115,69.8134,0.6266,6,1,12.9066,West
B,9.1809,13.4143,0.4777,45,1,14.129,South
C,12.5187,45.6298,0.4703,30,0,17.196,South
B,18.5523,12.4532,0.8705,33,1,16.3346,North
B,19.6133,30.2623,0.2649,28,0,15.0715,North
A,20.2042,48.1604,0.8264,31,3,15.0435,East
A,17.7262,10.6607,0.4443,39,1,11.7882,East
A,12.7373,64.0448,0.2882,19,3,17.4783,West
B,13.3234,30.4138,0.497,18,1,16.2243,South
A,20.8778,24.4458,0.9077,10,0,14.6946,South
C,15.7458,33.1409,0.4871,20,0,12.7561,North
C,8.5692,79.2244,0.3678,44,1,17.9746,North
A,20.5211,67.3929,0.4882,18,0,16.9318,South
B,8.6684,15.8011,0.6977,11,0,12.4566,South
A,16.1196,17.0633,0.5867,22,1,14.5679,South
B,10.8269,11.9034,0.3004,35,2,15.6669,North
A,18.6115,56.2821,0.5869,11,1,18.2723,East
C,10.9674,35.3947,0.8427,41,0,11.6702,West
B,10.7542,3.0996,0.4864,32,1,14.5621,South
C,13.3676,27.8567,0.6765,34,0,12.0906,East
A,11.4066,66.1886,0.2849,35,1,12.5565,South
A,21.2521,76.821,0.2354,19,1,17.1414,East
A,18.8789,20.9934,0.7628,8,0,14.1129,East
A,19.189,11.2575,0.1274,2,0,15.8474,South
B,8.4646,48.0812,0.3196,8,2,15.2057,East
C,8.5899,73.3521,0.6469,38,1,16.0913,South
B,13.2859,17.5476,0.7306,10,1,14.5921,South
B,8.3085,9.7382,0.2501,28,0,11.4941,East
A,15.0653,44.3039,0.013,23,2,15.3585,West
C,13.647,39.1332,0.8258,12,0,15.1674,North
C,11.5642,22.0033,0.3711,24,0,14.2237,West
C,14.0403,79.9651,0.6707,39,0,16.7863,West
B,14.9221,58.4086,0.3418,11,1,16.9079,East
B,21.4081,38.7236,0.4682,45,1,19.2351,West
C,14.3356,64.6863,0.4211,22,0,16.603,West
C,12.276,46.8118,0.6584,45,2,18.9592,West
B,20.0435,75.9152,0.489,44,2,17.3562,South
A,20.7805,25.4599,0.2011,30,1,14.827,North
A,18.9018,51.2041,0.2405,6,1,15.9201,West
C,10.8189,84.0214,0.5731,43,1,19.5961,East
B,13.4781,7.2878,0.2144,6,0,18.0212,West
B,17.2929,26.8533,0.4551,45,1,16.0853,East
C,9.0584,8.2592,0.6309,41,1,10.4996,North
A,20.0159,93.7423,0.2581,7,1,14.14,South
C,16.5743,100.6402,0.5437,11,0,14.5469,West
B,16.2858,20.6442,0.6918,37,2,17.2175,East
A,21.5953,11.3311,0.2663,19,0,16.0731,West
A,16.2603,9.7285,0.3665,20,1,15.1541,South
A,20.3216,39.5761,0.2712,27,1,15.7024,East
C,10.7208,38.5319,0.7098,36,1,14.7798,East
C,10.533,5.6364,0.6002,21,0,11.9082,West
A,21.8085,52.1339,0.3606,1,0,16.8191,North
B,15.9538,32.1348,0.2786,40,0,16.6746,East
C,19.0938,46.6467,0.8923,36,0,14.1595,West
B,17.147,50.2515,0.3293,27,0,16.8776,North
A,19.7806,59.3773,0.5149,17,1,16.514,West
B,10.1115,39.4049,0.0609,10,1,14.5932,North
A,19.0574,56.431,0.1912,30,2,17.3134,South
B,19.597,33.6434,0.585,20,1,15.9411,West
C,13.0749,34.5859,0.9891,16,2,12.329,North
C,11.5883,100.9013,0.3311,16,0,18.9507,West
C,8.6495,25.3509,0.2455,35,0,15.9439,West
B,14.3309,54.1284,0.4223,11,2,15.7144,North
C,14.9564,87.7846,0.4786,38,0,13.3109,North
A,21.8436,35.9693,0.4158,10,2,13.6425,North
A,17.8733,26.9409,0.2266,6,1,14.2149,South
B,17.0849,5.8129,0.2849,48,0,13.5949,South
B,18.2936,18.1432,0.532,5,0,11.8075,North
C,9.0945,63.9653,0.1936,5,1,14.837,North
C,8.773,4.652,0.5531,30,0,12.1594,North
A,18.8512,35.6945,0.5378,1,2,11.2926,West
C,12.8713,19.1699,0.4893,13,0,11.8167,North
C,9.6646,13.7855,0.7176,20,0,13.0175,East
C,9.5946,27.0307,0.2764,42,0,18.3911,North
C,15.2804,89.7177,0.5268,24,0,16.4343,West
A,14.9456,65.6904,0.0968,13,1,15.0809,West
B,11.2482,54.7249,0.5581,15,1,14.0844,East
B,14.3304,38.7843,0.5873,27,0,13.5296,West
C,15.6008,31.0494,0.8081,43,0,13.8643,West
C,12.4627,54.9554,0.8579,42,1,19.5362,East
A,16.3969,12.7527,0.2572,23,4,17.3473,West
B,13.9262,21.4504,0.7958,25,0,15.724,South
B,16.0939,87.8129,0.5451,2,0,15.2707,East
C,13.0785,48.0108,0.3623,24,0,19.8701,East
B,9.1073,29.3206,0.6184,5,0,12.3283,South
C,11.0448,35.5009,0.2044,18,0,14.2,North
A,18.9315,37.5084,0.2863,41,1,14.1751,North
A,19.2398,9.1702,0.1618,48,2,14.7508,East
A,20.4786,16.4159,0.6948,24,3,16.8225,North
B,17.8953,6.9797,0.7679,38,1,14.0856,South
B,15.4834,37.5366,0.6213,6,1,18.543,North
C,9.6705,41.3018,0.6941,22,0,17.1469,South
A,8.2311,24.2561,0.0984,6,0,12.8649,East
A,18.1645,52.6949,0.2606,8,2,14.3222,West
B,21.9385,41.2833,0.5971,25,0,17.395,West
A,17.829,15.1655,0.3554,5,1,14.6929,West
B,21.7717,16.0453,0.5823,41,0,13.6563,South
B,13.5932,12.5024,0.7874,33,1,14.0615,East
B,10.5424,92.7814,0.0269,28,0,14.6415,East
A,14.2455,14.2679,0.2276,8,1,12.5442,South
A,15.0235,15.3828,0.0229,11,0,12.9646,South
B,18.4745,48.6283,0.6033,4,0,15.8269,East
C,11.1816,52.5493,0.7051,6,1,16.7666,West
C,13.7782,20.5036,0.7281,18,0,13.653,West
A,21.6941,29.966,0.407,40,2,14.1786,South
B,12.0478,49.0578,0.546,25,1,17.7269,South
C,10.7862,32.8699,0.6305,16,1,12.2925,West
C,16.7338,48.671,0.5553,41,0,15.4131,North
A,20.4749,41.4467,0.5831,3,1,13.1816,South
B,11.1914,20.9904,0.329,15,1,15.0743,West
C,10.7947,29.4363,0.7104,44,0,13.6353,East
A,15.2664,4.8605,0.2278,25,3,16.0585,North
B,21.328,64.7845,0.4476,29,1,18.5645,East
C,9.985,4.7499,0.9744,9,1,12.4292,West
B,11.2105,18.5946,0.6419,17,2,14.7498,East
B,13.3705,21.7801,0.2263,17,1,15.1241,West
A,19.6802,32.3646,0.4836,37,2,17.1522,East
B,18.277,24.2882,0.5665,5,0,20.7234,East
A,21.6019,13.3395,0.2766,21,1,12.1959,East
C,9.7034,36.5183,0.8336,45,0,13.671,North
C,8.6852,81.0869,0.3938,8,0,10.6335,West
B,11.6282,38.6708,0.2228,12,0,16.1821,East
A,21.5474,26.0749,0.3743,19,2,14.6348,East
C,9.0645,46.8783,0.4003,30,0,15.9145,West
B,12.1027,64.9772,0.2189,43,1,13.0075,North
A,18.8083,18.8072,0.3249,8,1,14.4102,East
A,18.3735,20.4422,0.5037,32,2,15.9622,West
C,9.3353,19.5618,0.5671,48,1,16.8104,East
C,16.2024,15.2587,0.643,43,0,13.06,West
B,20.0102,42.5688,0.9134,13,0,17.1747,South
C,9.4349,24.7963,0.8959,12,2,15.5803,West
C,8.4003,41.1883,0.1413,21,2,17.1314,North
B,20.7739,10.4309,0.3735,14,1,15.9987,West
B,20.2439,19.3707,0.4303,27,0,17.9369,West
C,13.1519,19.6965,0.7984,45,1,16.9472,West
B,11.2348,55.7932,0.502,20,2,16.7855,South
C,13.1246,57.2814,0.8078,17,1,15.2948,East
C,11.1475,10.6772,0.324,13,0,14.8813,East
C,10.1113,25.5288,0.5562,20,0,15.2012,North
A,19.0703,26.2063,0.8638,14,0,15.0976,South
B,9.6992,28.8266,0.1278,6,0,15.8111,South
A,8.4101,24.6858,0.3315,20,0,12.357,South
C,11.6314,94.3063,0.4547,39,0,12.7467,North
B,13.5136,108.6989,0.5237,10,1,14.6271,West
B,11.0436,85.6326,0.0523,46,2,15.841,North
C,11.0208,14.0828,0.1064,42,0,14.8125,East
A,14.3121,18.1817,0.3017,7,3,13.4351,East
B,18.5,36.4324,0.592,25,0,13.6727,East
A,17.478,73.3914,0.0485,16,0,15.1727,South
B,17.5342,29.7384,0.6719,39,0,12.6238,East
C,8.2224,64.7479,0.6972,33,0,13.8558,North
C,11.3647,75.8714,0.5345,33,1,12.8704,South
C,8.709,38.6234,0.5322,26,0,13.4377,North
C,12.5187,120.0,0.6608,29,2,16.9755,South
A,17.2408,27.9923,0.5408,11,2,16.7206,West
B,16.5468,32.3945,0.3528,24,0,15.3367,East
A,14.8412,72.6307,0.2871,4,0,13.0447,South
A,19.345,21.1188,0.5165,26,1,14.1096,South
A,12.8317,36.8951,0.2299,30,1,14.686,West
C,8.6183,37.3722,0.3796,29,1,16.3627,East
B,15.2142,67.0591,0.8812,26,1,11.3225,South
B,13.3916,30.8957,0.3185,32,0,14.775,North
A,11.0202,16.4487,0.4419,17,0,14.7661,South
A,10.2276,26.0334,0.5474,6,1,11.4502,East
A,19.7403,32.7306,0.4163,35,2,15.9415,West
A,16.64,92.3603,0.2103,17,1,15.9633,East
C,8.0433,22.1984,0.739,42,0,16.638,East
C,19.1562,33.9195,0.8303,45,1,16.7814,North
A,18.78,20.8382,0.1073,11,0,14.0475,South
